Name,Year,Genre,Publisher,Studio,Critic_Score,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform
Super Mario 64 DS,2004,Platform,Nintendo,Nintendo EAD,8.6,0.01,0.0,1.25,0.0,1.26,DS
Super Mario Advance,2001,Platform,Nintendo,Nintendo EAD,8.2,3.14,1.24,0.91,0.2,5.49,GBA
Super Mario Advance 4: Super Mario Bros. 3,2003,Platform,Nintendo,Nintendo EAD,9.2,2.93,1.25,0.83,0.2,5.2,GBA
Super Mario All-Stars: Limited Edition,2010,Platform,Nintendo,Nintendo EAD,7.2,1.04,0.52,0.92,0.14,2.62,Wii
Super Mario Galaxy,2007,Platform,Nintendo,Nintendo EAD Tokyo,9.7,6.06,3.38,1.2,0.76,11.4,Wii
Super Mario Galaxy 2,2010,Platform,Nintendo,Nintendo EAD Tokyo,9.7,3.59,2.37,0.98,0.62,7.57,Wii
Super Mario Maker,2015,Platform,Nintendo,Nintendo,7.3,2.05,1.98,2.2800000000000002,0.37,6.68,3DS
Super Mario Odyssey,2017,Platform,Nintendo,Nintendo EPD,9.9,5.1,3.75,2.02,0.84,11.71,NS
Super Mario Party,2018,Party,Nintendo,"Nd Cube Co., Ltd.",7.3,2.12,1.64,0.85,0.36,4.97,NS
Super Mario Strikers,2005,Sports,Nintendo,Next Level Games,8.0,0.98,0.38,0.2,0.04,1.61,GC
Super Mario Sunshine,2002,Platform,Nintendo,Nintendo EAD,9.2,4.01,1.26,0.87,0.17,6.31,GC
Super Mario World: Super Mario Advance 2,2002,Platform,Nintendo,Nintendo EAD,9.4,3.21,1.11,0.95,0.2,5.46,GBA
Super Meat Boy,2010,Platform,Unknown,Team Meat,9.2,0.0,0.0,0.0,0.0,0.0,PC
Super Monkey Ball,2001,Puzzle,Sega,Amusement Vision,9.0,0.95,0.37,0.1,0.04,1.46,GC
Super Monkey Ball 3D,2011,Action,Sega,Sega,5.7,0.26,0.15,0.05,0.04,0.5,3DS
Super Monkey Ball: Banana Blitz,2006,Misc,Sega,Sega,7.3,1.05,0.91,0.04,0.24,2.24,Wii
Super Monkey Ball: Step & Roll,2010,Action,Sega,Sega,6.0,0.15,0.19,0.0,0.04,0.39,Wii
Super Paper Mario,2007,Platform,Nintendo,Intelligent Systems,8.5,1.95,0.87,0.59,0.32,3.73,Wii
Super Princess Peach,2006,Platform,Nintendo,TOSE Software,7.8,0.7,0.05,0.21,0.07,1.03,DS
Super Scribblenauts,2010,Puzzle,Warner Bros. Interactive,5TH Cell,7.9,1.06,0.3,0.0,0.11,1.47,DS
Super Smash Bros.,1999,Fighting,Nintendo,HAL Laboratory,8.4,2.95,0.6,1.97,0.04,5.55,N64
Super Smash Bros. Brawl,2008,Fighting,Nintendo,Project Sora,9.2,6.64,2.57,2.67,1.03,12.91,Wii
Super Smash Bros. Melee,2001,Fighting,Nintendo,HAL Laboratory,9.2,4.41,1.04,1.39,0.22,7.07,GC
Super Smash Bros. Ultimate,2018,Fighting,Nintendo,Bandai Namco Games,9.4,4.22,1.72,2.41,0.61,8.95,NS
Super Smash Bros. for 3DS,2014,Fighting,Nintendo,Bandai Namco Games,8.4,3.73,1.5,2.55,0.54,8.32,3DS
Super Smash Bros. for Wii U,2014,Fighting,Nintendo,Bandai Namco Games,9.2,2.68,1.15,0.85,0.39,5.07,WiiU
Super Street Fighter IV,2010,Fighting,Capcom,Capcom / Dimps Corporation,9.2,1.21,0.54,0.25,0.22,2.22,PS3
Super Street Fighter IV: 3D Edition,2011,Fighting,Capcom,Capcom,8.5,0.55,0.45,0.14,0.09,1.22,3DS
Super Street Fighter IV: Arcade Edition,2011,Fighting,Capcom,Capcom / Dimps Corporation,8.1,0.31,0.1,0.2,0.04,0.65,Multi_Plateforme
Superman Returns,2006,Action,Electronic Arts,EA Tiburon,3.8,0.30000000000000004,0.01,0.0,0.03,0.33,DS
Supremacy MMA,2011,Fighting,505 Games,Kung Fu Factory,5.0,0.13,0.06,0.0,0.03,0.21000000000000002,PS3
Supreme Commander,2007,Strategy,Aspyr,Gas Powered Games,5.7,0.07,0.05,0.0,0.02,0.13,PC
Supreme Commander 2,2010,Strategy,Square Enix,Gas Powered Games,7.5,0.23,0.24,0.0,0.07,0.53,PC
Supreme Commander: Forged Alliance,2007,Strategy,THQ,Gas Powered Games,8.1,0.01,0.02,0.0,0.0,0.04,PC
Surf's Up,2007,Sports,Ubisoft,Ubisoft Montreal,6.2,0.09,0.0,0.0,0.01,0.1,X360
Sushi Striker: The Way of Sushido,2018,Puzzle,Nintendo,Indies Zero,7.9,0.02,0.01,0.03,0.0,0.07,NS
Syberia,2002,Adventure,The Adventure Company,Microids,8.0,0.0,0.02,0.0,0.0,0.03,PC
Syberia II,2004,Adventure,The Adventure Company,Microids,7.5,0.0,0.01,0.0,0.0,0.02,PC
Syphon Filter,1999,Shooter,989 Studios,Eidetic,9.2,2.03,0.72,0.02,0.11,2.88,PS
Syphon Filter: Dark Mirror,2006,Shooter,Sony Computer Entertainment,SCEA Bend Studio,8.5,0.26,0.01,0.0,0.03,0.3,PSP
Syphon Filter: Logan's Shadow,2007,Shooter,Sony Computer Entertainment,SCEA Bend Studio,8.4,0.25,0.12,0.0,0.09,0.46,PSP
System Shock 2,1999,Role-Playing,Electronic Arts,Irrational Games / Looking Glass Studios,8.9,0.0,0.0,0.0,0.0,0.0,PC
TMNT,2007,Action,Ubisoft,Ubisoft Montreal,3.6,0.1,0.0,0.0,0.01,0.11,PSP
TMNT: Mutant Melee,2005,Fighting,Konami,Konami Computer Entertainment Hawaii,4.2,0.06,0.01,0.0,0.0,0.07,GC
TNA iMPACT!,2008,Fighting,Midway Games,Midway Studios Los Angeles,5.3,0.72,0.27999999999999997,0.0,0.23,1.23,Multi_Plateforme
TNA iMPACT: Cross the Line,2010,Fighting,SouthPeak Interactive,Point of View,3.5,0.05,0.0,0.0,0.0,0.05,PSP
TRINITY: Souls of Zill O'll,2011,Role-Playing,Tecmo Koei,Omega Force,5.5,0.06,0.03,0.03,0.01,0.14,PS3
TV Superstars,2010,Misc,Sony Computer Entertainment,SCEE Cambridge,6.2,0.08,0.12,0.0,0.05,0.26,PS3
Tactics Ogre: Let Us Cling Together,2011,Role-Playing,Square Enix,Square Enix,9.0,0.15,0.07,0.27,0.05,0.54,PSP
Tactics Ogre: The Knight of Lodis,2002,Role-Playing,Atlus,Quest Corporation,8.5,0.13,0.05,0.31,0.01,0.5,GBA
Taiko Drum Master,2004,Misc,Namco,Namco,8.1,0.1,0.08,0.0,0.03,0.2,PS2
Taiko no Tatsujin: Drum 'n' Fun!,2018,Music,Bandai Namco Games,Bandai Namco Games,7.5,0.0,0.08,0.27,0.01,0.36,NS
Tail Concerto,1999,Adventure,Atlus,CyberConnect2,7.3,0.02,0.01,0.0,0.0,0.03,PS
Tales of Destiny,1998,Role-Playing,Namco,Wolfteam,6.2,0.09,0.06,0.83,0.07,1.04,PS
Tales of Destiny II,2001,Role-Playing,Namco,Telenet Japan / Wolfteam,7.5,0.06,0.04,0.66,0.05,0.81,PS
Tales of Eternia,2006,Role-Playing,Ubisoft,Namco,8.0,0.0,0.01,0.25,0.0,0.26,PSP
Tales of Legendia,2006,Role-Playing,Namco,Namco / Team MelFes,7.2,0.07,0.05,0.35,0.02,0.49,PS2
Tales of Phantasia,2006,Role-Playing,Nintendo,Wolfteam / Namco Tales Studio,7.0,0.08,0.03,0.17,0.01,0.29,GBA
Tales of Symphonia,2004,Role-Playing,Namco,Namco Tales Studio,8.5,0.54,0.21,0.31,0.04,1.1,GC
Tales of Symphonia: Dawn of the New World,2008,Role-Playing,Namco Bandai,Namco Tales Studio,6.8,0.21,0.05,0.24,0.02,0.52,Wii
Tales of Vesperia,2008,Role-Playing,Namco Bandai,Namco Tales Studio,8.0,0.32,0.18,0.65,0.05,1.2,PS3
Tales of the Abyss,2006,Role-Playing,Namco,Namco Tales Studio,7.3,0.45,0.2,0.72,0.06,1.43,3DS
Tales of the World: Radiant Mythology,2007,Role-Playing,Namco Bandai,Alfa System,7.0,0.17,0.01,0.23,0.02,0.43,PSP
Tank! Tank! Tank!,2012,Misc,Namco Bandai Games,Namco Bandai Games,4.7,0.02,0.01,0.05,0.0,0.07,WiiU
Tatsunoko vs. Capcom: Ultimate All-Stars,2010,Fighting,Capcom,Eighting,8.3,0.3,0.16,0.03,0.05,0.54,Wii
Taz Wanted,2002,Platform,Atari,Blitz Games,5.5,0.19,0.1,0.0,0.02,0.31,Multi_Plateforme
Team Fortress 2,2008,Shooter,Valve,Valve Corporation,9.2,0.0,0.0,0.0,0.0,0.0,PC
Teen Titans,2006,Action,THQ,A2M,6.3,0.37,0.17,0.0,0.04,0.5800000000000001,GC
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action,Konami,Konami,5.0,0.15,0.04,0.0,0.01,0.19,GC
Teenage Mutant Ninja Turtles: Arcade Attack,2009,Action,Ubisoft,Ubisoft,4.3,0.12,0.0,0.0,0.01,0.13,DS
Teenage Mutant Ninja Turtles: Smash-Up,2009,Fighting,Ubisoft,Game Arts,7.2,0.44,0.08,0.0,0.06,0.5599999999999999,PS2
Tekken,1995,Fighting,Namco,Namco,8.3,0.95,1.3,0.77,0.22,3.24,PS
Tekken 2,1996,Fighting,Namco,Namco,9.1,2.26,1.89,1.36,0.23,5.74,PS
Tekken 3,1998,Fighting,Namco,Namco,9.6,3.27,2.22,1.4,0.29,7.16,PS
Tekken 3D: Prime Edition,2012,Fighting,Namco Bandai,Namco Bandai Games,6.5,0.06,0.08,0.05,0.01,0.21,3DS
Tekken 4,2002,Fighting,Namco,Namco,7.9,1.55,1.27,0.33,0.29,3.44,PS2
Tekken 5,2005,Fighting,Namco,Namco,9.0,0.93,1.94,0.31,0.7,3.87,PS2
Tekken 6,2009,Fighting,Namco Bandai,Namco Bandai Games,7.8,2.06,1.42,0.32,0.58,4.39,Multi_Plateforme
Tekken Advance,2002,Fighting,Namco,Eighting / Raizing,8.3,0.32,0.12,0.0,0.01,0.45,GBA
Tekken Hybrid,2011,Fighting,Namco,Namco Bandai Games,4.0,0.21,0.07,0.04,0.04,0.36,PS3
Tekken Tag Tournament,2000,Fighting,Namco,Namco,8.7,1.68,1.51,0.51,0.35,4.05,PS2
Tekken Tag Tournament 2,2012,Fighting,Namco Bandai Games,Bandai Namco Games,8.1,0.09,0.07,0.01,0.01,0.19,WiiU
Tekken: Dark Resurrection,2006,Fighting,Namco Bandai,8ing/Raizing,8.7,0.76,1.1,0.12,0.65,2.62,PSP
Tenchu 2: Birth of the Stealth Assassins,2000,Action,Activision,Acquire,8.5,0.32,0.22,0.0,0.04,0.58,PS
Tenchu Z,2007,Action,Microsoft,K2 LLC,5.7,0.27,0.02,0.02,0.03,0.34,X360
Tenchu: Shadow Assassins,2009,Action,Ubisoft,Acquire,7.0,0.18,0.04,0.08,0.02,0.32999999999999996,PSP
Tenchu: Stealth Assassins,1998,Action,Activision,Acquire,8.8,0.95,0.64,0.27,0.13,1.99,PS
Tenkai Knights: Brave Battle,2014,Action,Namco Bandai Games,Delta Factory,4.5,0.01,0.01,0.0,0.0,0.02,3DS
Terminator 3: The Redemption,2004,Shooter,Atari,Paradigm Entertainment,6.8,0.02,0.0,0.0,0.0,0.02,GC
Terminator Salvation,2009,Shooter,Warner Bros. Interactive,GRIN,5.0,0.26,0.47,0.01,0.14,0.88,PS3
Terraria,2011,Action-Adventure,505 Games,Engine Software,7.8,0.35,0.42,0.0,0.06999999999999999,0.83,PC
Teslagrad,2014,Platform,Rain Games,Rain Games,7.0,0.0,0.0,0.0,0.0,0.0,WiiU
Test Drive Unlimited,2007,Racing,Atari,Eden Studios,7.7,0.31000000000000005,0.34,0.02,0.16999999999999998,0.85,Multi_Plateforme
Test Drive Unlimited 2,2011,Racing,Atari,Eden Studios,6.7,0.51,0.78,0.01,0.2,1.5,Multi_Plateforme
Tetris Axis,2011,Puzzle,Nintendo,Hudson Soft,7.8,0.2,0.14,0.06,0.03,0.44,3DS
Tetris DS,2006,Puzzle,Nintendo,Nintendo,8.5,0.63,0.05,1.35,0.08,2.11,DS
Tetris Party Deluxe,2010,Puzzle,Majesco,"Tetris Online, Inc",7.3,0.33,0.16,0.02,0.05,0.56,Wii
Tetris Worlds,2002,Puzzle,THQ,Radical Entertainment,4.6,0.17,0.04,0.0,0.01,0.22,GC
The 3rd Birthday,2011,Role-Playing,Square Enix,HexaDrive,7.0,0.13,0.07,0.27,0.05,0.52,PSP
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,2002,Action,THQ,Human Soft,6.0,0.19,0.07,0.0,0.0,0.26,GBA
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,2003,Platform,THQ,Helixe,5.5,0.25,0.09,0.0,0.01,0.35,GBA
The Adventures of Tintin: The Game,2011,Adventure,Ubisoft,Ubisoft,5.0,0.07,0.14,0.0,0.03,0.24,X360
The Alliance Alive,2018,Role-Playing,Atlus,Cattle Call,7.3,0.04,0.0,0.06,0.01,0.11,3DS
The Amazing Spider-Man (2012),2012,Action-Adventure,Activision,Beenox,6.0,0.95,0.6699999999999999,0.0,0.22,1.84,Multi_Plateforme
The Ant Bully,2006,Platform,Midway Games,Artificial Mind and Movement,5.2,0.03,0.01,0.0,0.0,0.04,GBA
The BIGS,2007,Sports,2K Sports,Blue Castle Games,7.6,0.1,0.0,0.0,0.01,0.11,PSP
The BIGS 2,2009,Sports,2K Sports,Blue Castle Games,6.3,0.35,0.01,0.0,0.03,0.39,PSP
The Ball,2011,Shooter,Tripwire Interactive,Teotl Studios,6.3,0.0,0.01,0.0,0.0,0.01,PC
The Beatles: Rock Band,2009,Misc,MTV Games,Harmonix Music Systems,8.7,2.81,0.91,0.0,0.41,4.140000000000001,Multi_Plateforme
The Bible Game,2005,Misc,Crave Entertainment,Crave Entertainment,3.5,0.09,0.03,0.0,0.0,0.12,GBA
The Biggest Loser,2009,Sports,THQ,Blitz Games,7.7,0.86,0.12,0.0,0.09,1.07,Wii
The Biggest Loser: Ultimate Workout,2010,Sports,THQ,Blitz Games,8.0,0.73,0.1,0.0,0.07,0.9,X360
The Binding of Isaac,2011,Action,Edmund McMillen,Edmund McMillen,8.3,0.0,0.0,0.0,0.0,0.0,PC
The Binding of Isaac: Afterbirth+,2017,Action,Nicalis,Nicalis,9.0,0.17,0.08,0.0,0.03,0.28,NS
The Book of Unwritten Tales,2011,Adventure,DreamCatcher Interactive,KING Art Games,7.9,0.0,0.08,0.0,0.02,0.1,PC
The Chronicles of Narnia: Prince Caspian,2008,Adventure,Disney Interactive Studios,Traveller's Tales,6.3,0.16,0.01,0.0,0.01,0.18,X360
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005,Adventure,Buena Vista,Amaze Entertainment,6.8,0.48,0.18,0.0,0.01,0.67,GBA
The Chronicles of Riddick: Assault on Dark Athena,2009,Shooter,Atari,Starbreeze Studios AB,8.0,0.28,0.2,0.0,0.07,0.5499999999999999,Multi_Plateforme
The City of Lost Children,1997,Adventure,Psygnosis,Psygnosis,4.9,0.0,0.0,0.0,0.0,0.01,PS
The Club,2008,Shooter,Sega,Bizarre Creations,7.5,0.15,0.1,0.0,0.02,0.27,X360
The Con,2005,Fighting,Sony Computer Entertainment,Think and Feel,6.8,0.19,0.0,0.0,0.02,0.21,PSP
The Conduit,2009,Shooter,Sega,High Voltage Software,6.6,0.28,0.23,0.0,0.06,0.57,Wii
The Crew 2,2018,Racing,Ubisoft,Ivory Tower,6.5,0.22,0.42,0.05,0.12,0.82,PS4
The Cursed Crusade,2011,Action,Atlus,Kylotonn Entertainment,4.0,0.07,0.07,0.01,0.02,0.17,PS3
The Darkness,2007,Shooter,2K Games,Starbreeze,8.3,0.36,0.04,0.01,0.03,0.44,X360
The Elder Scrolls III: Morrowind,2002,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.2,2.09,0.63,0.03,0.11,2.86,PC
The Elder Scrolls III: Morrowind Game of the Year Edition,2003,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.3,0.77,0.22,0.0,0.04,1.03,XB
The Elder Scrolls IV: Oblivion,2009,Role-Playing,Take-Two Interactive,Bethesda Softworks,9.2,4.59,2.1,0.27,0.89,7.84,Multi_Plateforme
The Elder Scrolls IV: Oblivion - Game of the Year Edition,2007,Role-Playing,2K Games,Bethesda Softworks,8.5,0.0,0.0,0.0,0.0,0.0,PS3
The Elder Scrolls IV: Shivering Isles,2007,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.9,0.17,0.0,0.0,0.01,0.18,X360
The Elder Scrolls V: Skyrim,2011,Role-Playing,Bethesda Softworks,Bethesda Game Studios,8.6,9.52,8.08,0.41000000000000003,2.5,20.51,Multi_Plateforme
The Elder Scrolls V: Skyrim Special Edition,2016,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.1,2.37,2.0300000000000002,0.08,0.7100000000000001,5.1899999999999995,PS4
The Evil Within,2014,Misc,Bethesda Softworks,Tango Gameworks,5.5,1.04,1.33,0.11,0.36000000000000004,2.85,Multi_Plateforme
The Eye of Judgment,2007,Strategy,Sony Computer Entertainment,SCE Japan Studio,7.5,0.28,0.0,0.02,0.03,0.34,PS3
The Fairly Odd Parents: Clash with the Anti-World,2005,Adventure,THQ,THQ,3.5,0.11,0.04,0.0,0.0,0.15,GBA
The Fairly Odd Parents: Shadow Showdown,2004,Platform,THQ,Blitz Games,5.0,0.17,0.13,0.0,0.04,0.35,PS2
The Fifth Element,1998,Action,Activision,Kalisto,3.7,0.08,0.05,0.0,0.01,0.14,PS
The Fight: Lights Out,2010,Fighting,Sony Computer Entertainment,ColdWood Interactive,4.7,0.29,0.21,0.0,0.09,0.59,PS3
The First Templar,2011,Adventure,Kalypso,Haemimont Games,7.0,0.06,0.04,0.0,0.01,0.1,X360
The Flintstones: Big Trouble in Bedrock,2001,Platform,Crave Entertainment,H2O Entertainment,4.0,0.02,0.01,0.0,0.0,0.03,GBA
The Getaway,2003,Action,Sony Computer Entertainment,Team Soho,7.7,1.23,1.77,0.05,0.49,3.54,PS2
The Godfather II,2009,Adventure,Electronic Arts,EA Redwood Shores,6.2,0.8799999999999999,0.44,0.02,0.18,1.53,PS3
The Godfather: Blackhand Edition,2007,Adventure,Electronic Arts,EA Redwood Shores,7.4,0.14,0.0,0.0,0.01,0.15,Wii
The Godfather: Mob Wars,2006,Action,Electronic Arts,Page 44,6.2,0.09,0.0,0.0,0.01,0.1,PSP
The Golden Compass,2007,Adventure,Sega,Shiny Entertainment,2.8,0.55,0.38,0.0,0.19,1.12,Multi_Plateforme
The Granstream Saga,1998,Role-Playing,THQ,Shade,7.6,0.08,0.05,0.0,0.01,0.14,PS
The Grim Adventures Of Billy & Mandy,2006,Action,Midway Games,High Voltage Software,6.6,0.04,0.0,0.0,0.0,0.05,Wii
The Grim Adventures of Billy & Mandy,2006,Action,Midway Games,High Voltage Software,7.2,0.13,0.03,0.0,0.0,0.17,GC
The Gunstringer,2011,Shooter,Microsoft Studios,Twisted Pixel Games,7.6,0.26,0.1,0.0,0.04,0.4,X360
The Haunted: Hell's Reach,2011,Shooter,Visco,ValuSoft,5.3,0.02,0.0,0.0,0.0,0.02,PC
The Hobbit,2003,Adventure,Sierra Entertainment,Midway Studios - Austin,5.0,0.27,0.08,0.0,0.0,0.36,GBA
The House of The Dead III,2002,Shooter,Sega,Wow Entertainment,6.8,0.29,0.08,0.0,0.01,0.39,XB
The House of the Dead 2,1999,Shooter,Sega,Wow Entertainment,7.5,0.0,0.0,0.26,0.0,0.26,DC
The House of the Dead 2 & 3 Return,2008,Shooter,Sega,Sega,6.5,0.77,0.5,0.03,0.15,1.45,Wii
The House of the Dead: Overkill,2009,Shooter,Sega,Headstrong Games,7.9,0.44,0.3,0.02,0.09,0.85,Wii
The House of the Dead: Overkill - Extended Cut,2011,Shooter,Sega,Headstrong Games,7.2,0.15,0.16,0.0,0.05,0.37,PS3
The ICO & Shadow of the Colossus Collection,2011,Adventure,Sony Computer Entertainment,Bluepoint Games,9.0,0.67,0.36,0.13,0.18,1.34,PS3
The Incredible Hulk,2003,Action,Sega,Edge of Reality,5.6,0.62,0.16999999999999998,0.0,0.03,0.8200000000000001,GBA
The Incredible Hulk: Ultimate Destruction,2005,Action,VU Games,Radical Entertainment,8.7,0.11,0.03,0.0,0.0,0.15,GC
The Incredibles,2004,Action,THQ,Heavy Iron Studios,5.4,2.76,2.02,0.08,0.42,5.2700000000000005,Multi_Plateforme
The Incredibles: Rise of the Underminer,2005,Action,THQ,Heavy Iron Studios,6.7,0.37,0.19,0.0,0.05,0.63,Multi_Plateforme
The Invincible Iron Man,2002,Action,Activision,Torus Games Pty. Ltd.,6.4,0.03,0.01,0.0,0.0,0.04,GBA
The King of Fighters '99,2001,Fighting,Agetec,SNK Corporation,7.0,0.0,0.0,0.11,0.01,0.11,PS
The King of Fighters EX2: Howling Blood,2003,Fighting,Atlus,Marvelous Interactive,7.9,0.06,0.02,0.0,0.0,0.08,GBA
The King of Fighters XII,2009,Fighting,Ignition Entertainment,SNK Playmore Corporation,6.0,0.2,0.01,0.04,0.02,0.27,PS3
The King of Fighters XIII,2011,Fighting,Atlus,SNK Playmore Corporation,7.8,0.17,0.07,0.04,0.03,0.3,PS3
The King of Fighters: Dream Match 1999,1999,Fighting,SNK,SNK Corporation,7.2,0.0,0.0,0.1,0.0,0.1,DC
The King of Fighters: Evolution,2001,Fighting,Agetec,SNK Corporation,7.6,0.0,0.0,0.07,0.0,0.07,DC
The LEGO Movie Videogame,2014,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,6.0,0.26,0.32,0.01,0.11,0.71,PS4
The Last Guardian,2016,Action-Adventure,Sony Interactive Entertainment,SIE Japan Studio,7.9,0.4,0.58,0.13,0.19,1.29,PS4
The Last Remnant,2008,Role-Playing,Square Enix,Square Enix,6.5,0.25,0.21000000000000002,0.18,0.06,0.6900000000000001,PC
The Last of Us,2013,Action-Adventure,Sony Computer Entertainment America,Naughty Dog,9.5,2.41,2.57,0.29,0.99,6.27,PS3
The Last of Us Remastered,2014,Action-Adventure,Sony Computer Entertainment,Naughty Dog,9.5,2.7,2.86,0.11,1.1,6.77,PS4
The Legend of Dragoon,2000,Role-Playing,Sony Computer Entertainment,SCEI,7.8,0.94,0.44,0.39,0.1,1.86,PS
The Legend of Heroes: A Tear of Vermillion,2005,Role-Playing,Bandai,Microvision,6.9,0.08,0.0,0.0,0.01,0.09,PSP
The Legend of Heroes: Trails in the Sky,2011,Role-Playing,Xseed Games,Nihon Falcom Corporation,8.1,0.06,0.0,0.03,0.0,0.1,PSP
The Legend of Heroes: Trails of Cold Steel III,2019,Role-Playing,NIS America,Nihon Falcom Corporation,7.0,0.0,0.0,0.13,0.0,0.13,PS4
The Legend of Legacy,2015,Role-Playing,Atlus,Cattle Call,6.0,0.14,0.02,0.11,0.02,0.29,3DS
The Legend of Spyro: A New Beginning,2006,Platform,Sierra Entertainment,Amaze Entertainment,6.5,0.48,0.05,0.0,0.04,0.56,DS
The Legend of Zelda: A Link Between Worlds,2013,Adventure,Nintendo,Nintendo EAD,9.3,1.53,1.31,0.47,0.26,3.57,3DS
The Legend of Zelda: A Link to the Past,2002,Adventure,Nintendo,"Flagship Co., Ltd. / Nintendo EAD",9.6,1.75,0.52,0.33,0.1,2.7,GBA
The Legend of Zelda: Breath of the Wild,2017,Action-Adventure,Nintendo,Nintendo EPD,9.9,5.2,3.36,1.41,0.84,10.8,NS
The Legend of Zelda: Four Swords Adventures,2004,Adventure,Nintendo,Nintendo EAD,8.4,0.63,0.16,0.0,0.02,0.81,GC
The Legend of Zelda: Majora's Mask,2000,Adventure,Nintendo,Nintendo EAD,9.3,1.9,0.67,0.73,0.06,3.36,N64
The Legend of Zelda: Majora's Mask 3D,2015,Action-Adventure,Nintendo,GREZZO,9.0,1.2,0.64,0.48,0.18,2.5,3DS
The Legend of Zelda: Ocarina of Time,1998,Adventure,Nintendo,Nintendo EAD,9.9,4.1,1.89,1.45,0.16,7.6,N64
The Legend of Zelda: Ocarina of Time 3D,2011,Action-Adventure,Nintendo,GREZZO,9.3,3.92,1.81,1.21,0.39,7.33,3DS
The Legend of Zelda: Phantom Hourglass,2007,Adventure,Nintendo,Nintendo EAD,9.1,1.85,1.8,0.95,0.48,5.09,DS
The Legend of Zelda: Skyward Sword,2011,Adventure,Nintendo,Nintendo EAD,9.4,2.03,1.18,0.37,0.39,3.96,Wii
The Legend of Zelda: Spirit Tracks,2009,Adventure,Nintendo,Nintendo EAD,8.7,1.4,0.92,0.74,0.26,3.32,DS
The Legend of Zelda: The Minish Cap,2005,Adventure,Nintendo,Flagship,8.9,0.89,0.22,0.22,0.1,1.42,GBA
The Legend of Zelda: The Wind Waker,2003,Action-Adventure,Nintendo,Nintendo EAD,9.3,3.64,1.72,1.04,0.30000000000000004,6.68,GC
The Legend of Zelda: Tri Force Heroes,2015,Adventure,Nintendo,GREZZO,7.4,0.61,0.34,0.19,0.09,1.24,3DS
The Legend of Zelda: Twilight Princess,2006,Adventure,Nintendo,Nintendo EAD,9.5,4.890000000000001,2.52,0.64,0.73,8.77,GC
The Legend of Zelda: Twilight Princess HD,2016,Action-Adventure,Nintendo,Tantalus Interactive,8.4,0.67,0.37,0.1,0.1,1.24,WiiU
The Legendary Starfy,2009,Platform,Nintendo,TOSE Software,7.1,0.6,0.0,0.2,0.05,0.85,DS
The Longest Journey,2000,Adventure,Funcom,Funcom,8.7,0.0,0.01,0.0,0.0,0.02,PC
The Lord of the Rings: Aragorn's Quest,2010,Action,Warner Bros. Interactive,Headstrong Games,6.4,0.17,0.05,0.0,0.02,0.23,Wii
The Lord of the Rings: Conquest,2009,Action,Electronic Arts,Pandemic Studios,5.9,0.84,0.49,0.0,0.18,1.5,Multi_Plateforme
The Lord of the Rings: The Battle for Middle-Earth II,2006,Strategy,Electronic Arts,EA Los Angeles,8.0,0.01,0.05,0.0,0.0,0.07,PC
The Lord of the Rings: The Return of the King,2003,Action,Electronic Arts,"Hypnos Entertainment, Inc.",7.4,3.14,1.95,0.05,0.54,5.67,Multi_Plateforme
The Lord of the Rings: The Third Age,2004,Role-Playing,Electronic Arts,EA Redwood Shores,7.9,0.22,0.06,0.0,0.01,0.29,GC
The Lord of the Rings: The Two Towers,2002,Action,Electronic Arts,Stormfront Studios,8.3,1.94,1.95,0.08,0.7,4.67,PS2
The Lord of the Rings: War in the North,2011,Role-Playing,Warner Bros. Interactive,Snowblind Studios,6.5,0.8700000000000001,0.78,0.01,0.22999999999999998,1.91,Multi_Plateforme
The Lost Child,2018,Role-Playing,NIS America,Crim,7.5,0.02,0.0,0.0,0.0,0.03,NS
The Mark,2007,Shooter,DreamCatcher Interactive,T7 Games,3.0,0.0,0.0,0.0,0.0,0.0,PC
The Matrix: Path of Neo,2005,Action,Atari,Shiny Entertainment,6.6,0.64,0.08,0.0,0.08,0.8,Multi_Plateforme
The Movies,2005,Simulation,Lionhead Studios,Lionhead Studios,8.2,0.01,0.03,0.0,0.0,0.04,PC
The Munchables,2009,Action,Namco Bandai,Namco Bandai Games,8.0,0.17,0.0,0.0,0.01,0.18,Wii
The Next BIG Thing,2011,Adventure,Focus Home Interactive,Pendulo Studio,6.8,0.0,0.05,0.0,0.01,0.06,PC
The Nightmare of Druaga: Fushigino Dungeon,2004,Role-Playing,Namco,Arika,6.4,0.03,0.02,0.0,0.01,0.05,PS2
The Operative: No One Lives Forever,2000,Shooter,Fox Interactive,Monolith Productions,6.8,0.07,0.05,0.0,0.02,0.14,PC
The Orange Box,2007,Shooter,Electronic Arts,Valve Software,9.7,1.37,1.22,0.02,0.4,3.0300000000000002,Multi_Plateforme
